gene,abbr
ZDB-GENE-150109-6,vtrna2
ZDB-GENE-030131-5921,vwa1
ZDB-GENE-090313-291,vwa10.1
ZDB-GENE-090313-295,vwa10.2
ZDB-GENE-141211-58,vwa11
ZDB-GENE-100302-1,vwa2
ZDB-GENE-131121-527,vwa3a
ZDB-GENE-040912-181,vwa5a
ZDB-GENE-090313-299,vwa5b1
ZDB-GENE-070912-216,vwa5b2
ZDB-GENE-060503-234,vwa7
ZDB-GENE-070912-407,vwa8
ZDB-GENE-090313-315,vwc2
ZDB-GENE-081104-169,vwc2l
ZDB-GENE-131121-540,vwde
ZDB-GENE-070103-1,vwf
ZDB-GENE-030131-2624,waca
ZDB-GENE-041010-46,wacb
ZDB-GENE-080808-4,waf
ZDB-GENE-120209-3,waif2
ZDB-GENE-070117-709,wal
ZDB-GENE-070117-809,walk
ZDB-GENE-131010-1,wapla
ZDB-GENE-080220-45,waplb
ZDB-GENE-040426-1742,wars1
ZDB-GENE-050306-26,wars2
ZDB-GENE-081104-419,wasa
ZDB-GENE-030131-7098,wasb
ZDB-GENE-070705-555,wasf1
ZDB-GENE-040426-865,wasf2
ZDB-GENE-060531-55,wasf3a
ZDB-GENE-070112-1512,wasf3b
ZDB-GENE-050419-138,wash1
ZDB-GENE-060825-87,washc2c
ZDB-GENE-040426-783,washc3
ZDB-GENE-100427-4,washc4
ZDB-GENE-040426-838,washc5
ZDB-GENE-070209-220,wasla
ZDB-GENE-040426-718,waslb
ZDB-GENE-070117-2462,wat
ZDB-GENE-070117-2461,way
ZDB-GENE-070117-701,wbl
ZDB-GENE-040426-1830,wbp1
ZDB-GENE-040426-1829,wbp11
ZDB-GENE-030131-1961,wbp1la
ZDB-GENE-050522-112,wbp1lb
ZDB-GENE-050522-137,wbp2
ZDB-GENE-030131-4012,wbp2nl
ZDB-GENE-050522-342,wbp4
ZDB-GENE-050320-107,wdcp
ZDB-GENE-070117-2472,wde
ZDB-GENE-041024-4,wdfy1
ZDB-GENE-041111-211,wdfy2
ZDB-GENE-070705-153,wdfy3
ZDB-GENE-090313-322,wdfy4
ZDB-GENE-030131-1665,wdhd1
ZDB-GENE-080318-3,wdi
ZDB-GENE-070117-737,wdo
ZDB-GENE-100405-4,wdpcp
ZDB-GENE-040426-804,wdr1
ZDB-GENE-081107-28,wdr11
ZDB-GENE-030131-371,wdr12
ZDB-GENE-050522-274,wdr13
ZDB-GENE-090313-131,wdr17
ZDB-GENE-040905-4,wdr18
ZDB-GENE-090313-277,wdr19
ZDB-GENE-120406-3,wdr20a
ZDB-GENE-041014-234,wdr20b
ZDB-GENE-040109-2,wdr21
ZDB-GENE-040426-2012,wdr24
ZDB-GENE-120405-1,wdr25
ZDB-GENE-111027-4,wdr26a
ZDB-GENE-041014-277,wdr26b
ZDB-GENE-051120-93,wdr27
ZDB-GENE-030131-9830,wdr3
ZDB-GENE-070705-229,wdr31
ZDB-GENE-040426-2314,wdr32
ZDB-GENE-040924-3,wdr33
ZDB-GENE-060810-148,wdr35
ZDB-GENE-030131-464,wdr36
ZDB-GENE-030131-8101,wdr37
ZDB-GENE-050417-160,wdr38
ZDB-GENE-060810-10,wdr4
ZDB-GENE-050706-152,wdr41
ZDB-GENE-021231-3,wdr43
ZDB-GENE-030131-9549,wdr44
ZDB-GENE-040426-990,wdr45
ZDB-GENE-040426-863,wdr45b
ZDB-GENE-040426-1264,wdr46
ZDB-GENE-070216-3,wdr47a
ZDB-GENE-121114-10,wdr47b
ZDB-GENE-061110-55,wdr48a
ZDB-GENE-030131-6622,wdr48b
ZDB-GENE-040426-2082,wdr5
ZDB-GENE-131121-294,wdr53
ZDB-GENE-040801-151,wdr54
ZDB-GENE-040924-7,wdr55
ZDB-GENE-120215-187,wdr59
ZDB-GENE-081104-368,wdr6
ZDB-GENE-060503-291,wdr62
ZDB-GENE-130530-679,wdr7
ZDB-GENE-050417-126,wdr73
ZDB-GENE-060929-1138,wdr74
ZDB-GENE-030616-5,wdr75
ZDB-GENE-030131-4513,wdr76
ZDB-GENE-040426-1417,wdr77
ZDB-GENE-030131-3389,wdr81
ZDB-GENE-030131-333,wdr82
ZDB-GENE-040718-126,wdr83
ZDB-GENE-040426-1674,wdr83os
ZDB-GENE-090319-3,wdr89
ZDB-GENE-070424-67,wdr90
ZDB-GENE-050113-2,wdr91
ZDB-GENE-161017-52,wdr93
ZDB-GENE-131127-243,wdr95
ZDB-GENE-061110-97,wdsub1
ZDB-GENE-030131-3224,wdtc1
ZDB-GENE-070117-2463,web
ZDB-GENE-030131-5268,wee1
ZDB-GENE-030131-5682,wee2
ZDB-GENE-070117-2466,wei
ZDB-GENE-070112-352,wfdc1
ZDB-GENE-090313-47,wfdc2
ZDB-GENE-040426-2465,wfikkn1
ZDB-GENE-120914-1,wfikkn2a
ZDB-GENE-110414-1,wfikkn2b
ZDB-GENE-080225-11,wfs1a
ZDB-GENE-050809-19,wfs1b
ZDB-GENE-171214-1,whamm
ZDB-GENE-070117-80,whr
ZDB-GENE-091118-27,whrna
ZDB-GENE-060526-377,whrnb
ZDB-GENE-070117-2469,wib
ZDB-GENE-990712-17,wif1
ZDB-GENE-050310-6,wig1
ZDB-GENE-070117-2471,win
ZDB-GENE-080204-101,wipf1a
ZDB-GENE-110815-1,wipf1b
ZDB-GENE-121219-6,wipf2a
ZDB-GENE-040625-182,wipf2b
ZDB-GENE-030804-15,wipf3
ZDB-GENE-040426-1404,wipi1
ZDB-GENE-040718-488,wipi2
ZDB-GENE-070117-2473,wir
ZDB-GENE-000710-5,WITHDRAWN:cripto
ZDB-GENE-030516-5,WITHDRAWN:sb:cb476
ZDB-GENE-030131-8698,WITHDRAWN:wu:fa94g04
ZDB-GENE-030131-8358,WITHDRAWN:wu:fb09h10
ZDB-GENE-030131-350,WITHDRAWN:wu:fb23g02
ZDB-GENE-030131-725,WITHDRAWN:wu:fb40g11
ZDB-GENE-030131-1220,WITHDRAWN:wu:fb63b01
ZDB-GENE-030131-1234,WITHDRAWN:wu:fb63e03
ZDB-GENE-030131-1235,WITHDRAWN:wu:fb63e04
ZDB-GENE-030131-1248,WITHDRAWN:wu:fb64b06
ZDB-GENE-030131-1250,withdrawn:wu:fb64b08
ZDB-GENE-030131-1258,WITHDRAWN:wu:fb64d12
ZDB-GENE-030131-1289,WITHDRAWN:wu:fb65e02
ZDB-GENE-030131-1326,WITHDRAWN:wu:fb67a10
ZDB-GENE-031118-133,WITHDRAWN:wu:fb68e03
ZDB-GENE-030131-1366,WITHDRAWN:wu:fb68h09
ZDB-GENE-030131-2093,WITHDRAWN:wu:fb96e04
ZDB-GENE-030131-2572,WITHDRAWN:wu:fc12a01
ZDB-GENE-030131-2755,WITHDRAWN:wu:fc17c12
ZDB-GENE-030131-3469,WITHDRAWN:wu:fc41b02
ZDB-GENE-030131-4008,WITHDRAWN:wu:fc64f01
ZDB-GENE-030131-4077,WITHDRAWN:wu:fc68d06
ZDB-GENE-030131-4098,WITHDRAWN:wu:fc70b08
ZDB-GENE-030131-4112,WITHDRAWN:wu:fc73f03
ZDB-GENE-030131-4113,WITHDRAWN:wu:fc73g02
ZDB-GENE-030131-4284,WITHDRAWN:wu:fc87g11
ZDB-GENE-030131-4397,WITHDRAWN:wu:fd02a05
ZDB-GENE-030131-4719,WITHDRAWN:wu:fd55g08
ZDB-GENE-030131-4720,WITHDRAWN:wu:fd55h09
ZDB-GENE-030131-5004,WITHDRAWN:wu:fe23c11
ZDB-GENE-030131-5028,WITHDRAWN:wu:fe25f09
ZDB-GENE-030131-5037,WITHDRAWN:wu:fe26f02
ZDB-GENE-030131-5933,WITHDRAWN:wu:fi26b09
ZDB-GENE-030131-9469,WITHDRAWN:wu:fj81b01
ZDB-GENE-030131-7603,WITHDRAWN:wu:fk54a10
ZDB-GENE-030131-7608,WITHDRAWN:wu:fk54d07
ZDB-GENE-030131-7613,WITHDRAWN:wu:fk54g02
ZDB-GENE-030131-7615,WITHDRAWN:wu:fk54g07
ZDB-GENE-030131-7183,WITHDRAWN:wu:fk95b04
ZDB-GENE-041212-66,WITHDRAWN:zgc:101545
ZDB-GENE-041010-78,WITHDRAWN:zgc:101546
ZDB-GENE-041212-65,WITHDRAWN:zgc:101551
ZDB-GENE-040912-130,WITHDRAWN:zgc:103593
ZDB-GENE-041024-7,WITHDRAWN:zgc:103610
ZDB-GENE-041010-18,WITHDRAWN:zgc:103666
ZDB-GENE-041212-4,WITHDRAWN:zgc:103693
ZDB-GENE-050522-178,WITHDRAWN:zgc:109735
ZDB-GENE-050522-206,WITHDRAWN:zgc:110134
ZDB-GENE-050417-396,WITHDRAWN:zgc:110160
ZDB-GENE-050522-462,WITHDRAWN:zgc:110414
ZDB-GENE-050522-177,WITHDRAWN:zgc:111943
ZDB-GENE-050809-145,WITHDRAWN:zgc:113968
ZDB-GENE-060512-369,WITHDRAWN:zgc:136305
ZDB-GENE-061103-625,WITHDRAWN:zgc:152720
ZDB-GENE-061201-54,WITHDRAWN:zgc:158326
ZDB-GENE-070112-1452,WITHDRAWN:zgc:158620
ZDB-GENE-070112-1532,WITHDRAWN:zgc:158627
ZDB-GENE-080220-41,withdrawn:zgc:171818
ZDB-GENE-080220-53,withdrawn:zgc:173602
ZDB-GENE-071004-106,WITHDRAWN:zgc:173666
ZDB-GENE-070928-40,WITHDRAWN:zgc:173905
ZDB-GENE-040426-910,WITHDRAWN:zgc:56118
ZDB-GENE-040426-952,WITHDRAWN:zgc:56232
ZDB-GENE-050913-160,WITHDRAWN:zgc:56505
ZDB-GENE-040426-1405,WITHDRAWN:zgc:64209
ZDB-GENE-050913-3,WITHDRAWN:zgc:66406
ZDB-GENE-040625-94,WITHDRAWN:zgc:86853
ZDB-GENE-050913-6,WITHDRAWN:zgc:92070
ZDB-GENE-050102-6,WITHDRAWN:zgc:92147
ZDB-GENE-040718-1,WITHDRAWN:zgc:92551
ZDB-GENE-041114-203,WITHDRAWN:zgc:92577
ZDB-GENE-030131-5663,wiza
ZDB-GENE-131126-2,wizb
ZDB-GENE-070117-2162,wlk
ZDB-GENE-040426-2161,wls
ZDB-GENE-080917-49,wnk1a
ZDB-GENE-030131-2656,wnk1b
ZDB-GENE-160114-3,wnk2
ZDB-GENE-090312-81,wnk3
ZDB-GENE-110606-2,wnk4a
ZDB-GENE-131120-119,wnk4b
ZDB-GENE-980526-526,wnt1
ZDB-GENE-990415-278,wnt10a
ZDB-GENE-980526-524,wnt10b
ZDB-GENE-980526-249,wnt11
ZDB-GENE-990603-12,wnt11f2
ZDB-GENE-040426-2330,wnt16
ZDB-GENE-980526-416,wnt2
ZDB-GENE-030717-2,wnt2ba
ZDB-GENE-060824-6,wnt2bb
ZDB-GENE-081003-1,wnt3
ZDB-GENE-001106-1,wnt3a
ZDB-GENE-980526-352,wnt4
ZDB-GENE-000411-1,wnt4b
ZDB-GENE-060328-3,wnt5a
ZDB-GENE-980526-87,wnt5b
ZDB-GENE-111114-1,wnt6a
ZDB-GENE-070912-513,wnt6b
ZDB-GENE-051129-1,wnt7aa
ZDB-GENE-100922-44,wnt7ab
ZDB-GENE-041210-178,wnt7ba
ZDB-GENE-081006-1,wnt7bb
ZDB-GENE-980526-332,wnt8a
ZDB-GENE-990415-279,wnt8b
ZDB-GENE-060825-97,wnt9a
ZDB-GENE-080201-1,wnt9b
ZDB-GENE-070117-2470,woe
ZDB-GENE-070117-728,woo
ZDB-GENE-030131-515,wrap53
ZDB-GENE-030131-6313,wrap73
ZDB-GENE-070702-2,wrn
ZDB-GENE-040426-2415,wrnip1
ZDB-GENE-030131-1946,wsb1
ZDB-GENE-081104-26,wsb2
ZDB-GENE-150909-1,wscd1a
ZDB-GENE-091118-93,wscd1b
ZDB-GENE-060526-124,wscd2
ZDB-GENE-070117-2460,wsh
ZDB-GENE-980526-558,wt1a
ZDB-GENE-050420-319,wt1b
ZDB-GENE-030131-5990,wtap
ZDB-GENE-050419-261,wtip
ZDB-GENE-070425-1,wu:cegs2510
ZDB-GENE-070425-2,wu:cegs2517
ZDB-GENE-070425-3,wu:cegs2524
ZDB-GENE-070425-5,wu:cegs2557
ZDB-GENE-070425-7,wu:cegs2576
ZDB-GENE-070425-9,wu:cegs2586
ZDB-GENE-030131-6651,wu:fa01b01
ZDB-GENE-030131-6659,wu:fa01c09
ZDB-GENE-030131-6660,wu:fa01c11
ZDB-GENE-030131-6686,wu:fa02f10
ZDB-GENE-030131-6688,wu:fa02f12
ZDB-GENE-030131-6698,wu:fa03a10
ZDB-GENE-030131-6703,wu:fa03b06
ZDB-GENE-030131-6707,wu:fa03b12
ZDB-GENE-030131-6721,wu:fa03e10
ZDB-GENE-030131-6727,wu:fa03f08
ZDB-GENE-030131-6728,wu:fa03f09
ZDB-GENE-030131-6730,wu:fa03g05
ZDB-GENE-030131-6733,wu:fa03h03
ZDB-GENE-030131-6734,wu:fa03h09
ZDB-GENE-030131-6736,wu:fa04a04
ZDB-GENE-030131-6738,wu:fa04a07
ZDB-GENE-030131-6750,wu:fa04c02
ZDB-GENE-030131-6763,wu:fa04e07
ZDB-GENE-030131-6768,wu:fa04f03
ZDB-GENE-030131-6769,wu:fa04f07
ZDB-GENE-030131-6772,wu:fa04g05
ZDB-GENE-030131-6773,wu:fa04g06
ZDB-GENE-030131-6783,wu:fa05a04
ZDB-GENE-030131-6786,wu:fa05b01
ZDB-GENE-030131-6788,wu:fa05b09
ZDB-GENE-030131-6790,wu:fa05b11
ZDB-GENE-030131-6791,wu:fa05c02
ZDB-GENE-030131-6792,wu:fa05c06
ZDB-GENE-030131-6799,wu:fa05e02
ZDB-GENE-030131-6801,wu:fa05e12
ZDB-GENE-030131-6802,wu:fa05f02
ZDB-GENE-030131-6806,wu:fa05f08
ZDB-GENE-030131-6813,wu:fa06f10
ZDB-GENE-030131-6814,wu:fa06f11
ZDB-GENE-030131-6815,wu:fa06h01
ZDB-GENE-030131-6831,wu:fa07d10
ZDB-GENE-030131-6833,wu:fa07e07
ZDB-GENE-030131-6834,wu:fa07e08
ZDB-GENE-030131-6836,wu:fa07g06
ZDB-GENE-030131-6839,wu:fa07h10
ZDB-GENE-030131-6841,wu:fa08a03
ZDB-GENE-030131-6846,wu:fa08c07
ZDB-GENE-030131-6847,wu:fa08c11
ZDB-GENE-030131-6860,wu:fa09f03
ZDB-GENE-030131-6863,wu:fa09g07
ZDB-GENE-030131-6865,wu:fa09g10
ZDB-GENE-030131-6874,wu:fa09q08
ZDB-GENE-030131-6881,wu:fa10d03
ZDB-GENE-030131-6885,wu:fa10d10
ZDB-GENE-030131-6887,wu:fa10d12
ZDB-GENE-030131-6889,wu:fa10e05
ZDB-GENE-030131-6890,wu:fa10f02
ZDB-GENE-030131-6897,wu:fa10g06
ZDB-GENE-030131-6901,wu:fa10g11
ZDB-GENE-030131-6902,wu:fa10h04
ZDB-GENE-030131-6905,wu:fa11a02
ZDB-GENE-030131-6908,wu:fa11a05
ZDB-GENE-030131-6909,wu:fa11a07
ZDB-GENE-030131-6916,wu:fa11b04
ZDB-GENE-030131-6917,wu:fa11b06
ZDB-GENE-030131-6918,wu:fa11b10
ZDB-GENE-030131-6919,wu:fa11b11
ZDB-GENE-030131-6923,wu:fa11c10
ZDB-GENE-030131-6929,wu:fa11d10
ZDB-GENE-030131-6931,wu:fa11e03
ZDB-GENE-030131-6935,wu:fa11e07
ZDB-GENE-030131-6936,wu:fa11e08
ZDB-GENE-030131-6942,wu:fa11f07
ZDB-GENE-030131-6946,wu:fa11f12
ZDB-GENE-030131-6961,wu:fa11h10
ZDB-GENE-030131-6962,wu:fa11h11
ZDB-GENE-030131-6964,wu:fa11q04
ZDB-GENE-030131-6967,wu:fa12a07
ZDB-GENE-030131-6968,wu:fa12a08
ZDB-GENE-030131-6969,wu:fa12a10
ZDB-GENE-030131-6976,wu:fa12b11
ZDB-GENE-030131-6982,wu:fa12c11
ZDB-GENE-030131-6988,wu:fa12d06
ZDB-GENE-030131-6993,wu:fa12e06
ZDB-GENE-030131-6995,wu:fa12e08
ZDB-GENE-030131-7000,wu:fa12f04
ZDB-GENE-030131-7006,wu:fa12g12
ZDB-GENE-030131-7008,wu:fa12h04
ZDB-GENE-030131-6507,wu:fa13e05
ZDB-GENE-030131-6517,wu:fa13g09
ZDB-GENE-030131-6521,wu:fa14a01
ZDB-GENE-030131-6522,wu:fa14a04
ZDB-GENE-030131-6526,wu:fa14a08
ZDB-GENE-030131-6530,wu:fa14c03
ZDB-GENE-031118-194,wu:fa14c12
ZDB-GENE-030131-6538,wu:fa14e06
ZDB-GENE-030131-6541,wu:fa14f02
ZDB-GENE-030131-6542,wu:fa14f03
ZDB-GENE-030131-6546,wu:fa14g02
ZDB-GENE-030131-6548,wu:fa14g04
ZDB-GENE-030131-6552,wu:fa16a02
ZDB-GENE-030131-6553,wu:fa16a11
ZDB-GENE-030131-6555,wu:fa16c05
ZDB-GENE-030131-6563,wu:fa16d12
ZDB-GENE-030131-5192,wu:fa17a06
ZDB-GENE-030131-5193,wu:fa17b01
ZDB-GENE-030131-5197,wu:fa17d08
ZDB-GENE-031118-205,wu:fa17e11
ZDB-GENE-030131-5199,wu:fa17f05
ZDB-GENE-030131-5200,wu:fa17f09
ZDB-GENE-030131-5211,wu:fa18c08
ZDB-GENE-030131-5214,wu:fa18d05
ZDB-GENE-030131-5226,wu:fa18h01
ZDB-GENE-030131-5229,wu:fa19b05
ZDB-GENE-030131-5231,wu:fa19b12
ZDB-GENE-030131-5250,wu:fa20b10
ZDB-GENE-030131-5255,wu:fa20d06
ZDB-GENE-030131-5262,wu:fa20f04
ZDB-GENE-030131-5281,wu:fa25f02
ZDB-GENE-030131-5289,wu:fa26c03
ZDB-GENE-030131-5291,wu:fa26c11
ZDB-GENE-030131-5296,wu:fa27a03
ZDB-GENE-030131-5298,wu:fa27c07
ZDB-GENE-030131-5300,wu:fa27g06
ZDB-GENE-030131-5313,wu:fa28d09
ZDB-GENE-030131-5318,wu:fa28g06
ZDB-GENE-030131-5321,wu:fa29h03
ZDB-GENE-030131-5322,wu:fa29h04
ZDB-GENE-030131-5323,wu:fa29h06
ZDB-GENE-030131-5324,wu:fa30a08
ZDB-GENE-030131-5325,wu:fa30d09
ZDB-GENE-030131-5328,wu:fa31b08
ZDB-GENE-030131-5330,wu:fa31g11
ZDB-GENE-030131-9253,wu:fa55a09
ZDB-GENE-030131-9257,wu:fa55b05
ZDB-GENE-030131-9263,wu:fa55d03
ZDB-GENE-030131-9264,wu:fa55d05
ZDB-GENE-030131-9266,wu:fa55e03
ZDB-GENE-030131-9272,wu:fa55f03
ZDB-GENE-030131-9273,wu:fa55f05
ZDB-GENE-030131-9274,wu:fa55f06
ZDB-GENE-030131-9275,wu:fa55f09
ZDB-GENE-030131-9276,wu:fa55f10
ZDB-GENE-030131-9284,wu:fa56a06
ZDB-GENE-030131-9286,wu:fa56a09
ZDB-GENE-030131-9287,wu:fa56b02
ZDB-GENE-030131-9291,wu:fa56c05
ZDB-GENE-030131-9294,wu:fa56c09
ZDB-GENE-030131-9298,wu:fa56d06
ZDB-GENE-030131-9301,wu:fa56d10
ZDB-GENE-030131-9308,wu:fa56h12
ZDB-GENE-030131-8922,wu:fa66a08
ZDB-GENE-030131-8924,wu:fa66b04
ZDB-GENE-030131-8927,wu:fa66c01
ZDB-GENE-030131-8930,wu:fa66c09
ZDB-GENE-030131-8932,wu:fa66d01
ZDB-GENE-030131-8938,wu:fa66e10
ZDB-GENE-030131-8943,wu:fa66f10
ZDB-GENE-030131-8950,wu:fa66h11
ZDB-GENE-030131-8596,wu:fa91d01
ZDB-GENE-030131-8600,wu:fa91d09
ZDB-GENE-030131-8603,wu:fa91e09
ZDB-GENE-030131-8605,wu:fa91f01
ZDB-GENE-030131-8612,wu:fa91h02
ZDB-GENE-030131-8613,wu:fa91h05
ZDB-GENE-030131-8618,wu:fa92a12
ZDB-GENE-030131-8640,wu:fa92h06
ZDB-GENE-030131-8642,wu:fa92h08
ZDB-GENE-030131-8648,wu:fa93a08
ZDB-GENE-030131-8652,wu:fa93c05
ZDB-GENE-030131-8653,wu:fa93c10
ZDB-GENE-030131-8660,wu:fa93e07
ZDB-GENE-030131-8672,wu:fa94a01
ZDB-GENE-030131-8678,wu:fa94b01
ZDB-GENE-030131-8683,wu:fa94c07
ZDB-GENE-030131-8687,wu:fa94d07
ZDB-GENE-030131-8691,wu:fa94e01
ZDB-GENE-030131-8700,wu:fa94h02
ZDB-GENE-030131-8702,wu:fa94h07
ZDB-GENE-030131-8703,wu:fa94h12
ZDB-GENE-030131-8953,wu:fa95ao5
ZDB-GENE-030131-8956,wu:fa95b08
ZDB-GENE-030131-8962,wu:fa95c06
ZDB-GENE-030131-8964,wu:fa95c09
ZDB-GENE-030131-8965,wu:fa95c12
ZDB-GENE-030131-8968,wu:fa95d08
ZDB-GENE-030131-8981,wu:fa95h08
ZDB-GENE-030131-8985,wu:fa95h12
ZDB-GENE-030131-8986,wu:fa96a03
ZDB-GENE-030131-8994,wu:fa96c01
ZDB-GENE-030131-8997,wu:fa96c09
ZDB-GENE-030131-8999,wu:fa96d02
ZDB-GENE-030131-9007,wu:fa96e06
ZDB-GENE-030131-9017,wu:fa96h07
ZDB-GENE-030131-9030,wu:fa97b03
ZDB-GENE-030131-9042,wu:fa97d03
ZDB-GENE-030131-9043,wu:fa97d05
ZDB-GENE-030131-9044,wu:fa97d07
ZDB-GENE-030131-9048,wu:fa97e10
ZDB-GENE-030131-9052,wu:fa97g02
ZDB-GENE-030131-9055,wu:fa97h07
ZDB-GENE-030131-9062,wu:fa98b12
ZDB-GENE-030131-9064,wu:fa98c11
ZDB-GENE-030131-9068,wu:fa98d09
ZDB-GENE-030131-9069,wu:fa98d10
ZDB-GENE-030131-9072,wu:fa98e08
ZDB-GENE-030131-9074,wu:fa98e11
ZDB-GENE-030131-9078,wu:fa98f12
ZDB-GENE-030131-9082,wu:fa98h10
ZDB-GENE-030131-9085,wu:fa99a03
ZDB-GENE-030131-9087,wu:fa99a07
ZDB-GENE-030131-9101,wu:fa99c11
ZDB-GENE-030131-9104,wu:fa99d06
ZDB-GENE-050302-160,wu:faa16g05
ZDB-GENE-030131-9124,wu:fb01a09
ZDB-GENE-030131-9125,wu:fb01a11
ZDB-GENE-030131-9129,wu:fb01b12
ZDB-GENE-030131-9131,wu:fb01c09
ZDB-GENE-030131-9132,wu:fb01d02
ZDB-GENE-030131-9139,wu:fb01e08
ZDB-GENE-030131-9141,wu:fb01e10
ZDB-GENE-030131-9150,wu:fb02a07
ZDB-GENE-030131-9152,wu:fb02b05
ZDB-GENE-030131-9153,wu:fb02b07
ZDB-GENE-030131-9160,wu:fb02c11
ZDB-GENE-030131-9161,wu:fb02c12
ZDB-GENE-030131-9163,wu:fb02d03
ZDB-GENE-030131-9168,wu:fb02e05
ZDB-GENE-030131-9176,wu:fb02f07
ZDB-GENE-030131-9177,wu:fb02f08
ZDB-GENE-030131-9178,wu:fb02f09
ZDB-GENE-030131-9183,wu:fb02g11
ZDB-GENE-030131-9185,wu:fb02h02
ZDB-GENE-030131-9191,wu:fb03a02
ZDB-GENE-030131-9193,wu:fb03b05
ZDB-GENE-030131-9195,wu:fb03d05
ZDB-GENE-030131-9197,wu:fb03e05
ZDB-GENE-030131-9198,wu:fb03e09
ZDB-GENE-030131-9199,wu:fb03g04
ZDB-GENE-030131-8704,wu:fb04a02
ZDB-GENE-030131-8709,wu:fb04b08
ZDB-GENE-030131-8710,wu:fb04b11
ZDB-GENE-030131-8715,wu:fb04f07
ZDB-GENE-030131-8716,wu:fb04f10
ZDB-GENE-030131-8718,wu:fb04h03
ZDB-GENE-030131-8721,wu:fb05a08
ZDB-GENE-030131-8722,wu:fb05b01
ZDB-GENE-030131-8729,wu:fb05d03
ZDB-GENE-030131-8735,wu:fb05e06
ZDB-GENE-030131-8738,wu:fb05e12
ZDB-GENE-030131-8740,wu:fb05f05
ZDB-GENE-030131-8744,wu:fb05g01
ZDB-GENE-030131-8748,wu:fb05h02
ZDB-GENE-030131-8750,wu:fb05h10
ZDB-GENE-030131-8761,wu:fb06f07
ZDB-GENE-030131-8768,wu:fb06h03
ZDB-GENE-030131-8782,wu:fb07d03
ZDB-GENE-030131-8786,wu:fb07e02
ZDB-GENE-030131-8789,wu:fb07f01
ZDB-GENE-030131-8792,wu:fb07f09
ZDB-GENE-030131-8793,wu:fb07f10
ZDB-GENE-030131-8794,wu:fb07f12
ZDB-GENE-030131-8797,wu:fb07g12
ZDB-GENE-030131-8798,wu:fb07h03
ZDB-GENE-030131-8799,wu:fb07h08
ZDB-GENE-030131-8800,wu:fb07h10
ZDB-GENE-030131-8296,wu:fb08a06
ZDB-GENE-030131-8300,wu:fb08b08
ZDB-GENE-030131-8305,wu:fb08c08
ZDB-GENE-030131-8311,wu:fb08e11
ZDB-GENE-030131-8315,wu:fb08f09
ZDB-GENE-030131-8316,wu:fb08f10
ZDB-GENE-030131-8317,wu:fb08f11
ZDB-GENE-030131-8321,wu:fb08g08
ZDB-GENE-030131-8323,wu:fb08h06
ZDB-GENE-030131-8327,wu:fb09a01
ZDB-GENE-030131-8333,wu:fb09b05
ZDB-GENE-030131-8334,wu:fb09b10
ZDB-GENE-030131-8336,wu:fb09b12
ZDB-GENE-030131-8337,wu:fb09c02
ZDB-GENE-030131-8338,wu:fb09c03
ZDB-GENE-030131-8341,wu:fb09c09
ZDB-GENE-030131-8349,wu:fb09f03
ZDB-GENE-030131-8351,wu:fb09f07
ZDB-GENE-030131-8359,wu:fb09h12
ZDB-GENE-030131-8360,wu:fb10a02
ZDB-GENE-030131-8366,wu:fb10b07
ZDB-GENE-030131-8371,wu:fb10c05
ZDB-GENE-030131-8378,wu:fb10d09
ZDB-GENE-030131-8380,wu:fb10e05
ZDB-GENE-030131-8381,wu:fb10eo5
ZDB-GENE-030131-8382,wu:fb10f04
ZDB-GENE-030131-8386,wu:fb10g03
ZDB-GENE-030131-8388,wu:fb10g10
ZDB-GENE-030131-8389,wu:fb10h04
ZDB-GENE-030131-8390,wu:fb10h06
ZDB-GENE-030131-8392,wu:fb10h10
ZDB-GENE-030131-8393,wu:fb11a01
ZDB-GENE-030131-8394,wu:fb11a02
ZDB-GENE-030131-8396,wu:fb11a05
ZDB-GENE-030131-8399,wu:fb11a12
ZDB-GENE-030131-8406,wu:fb11c02
ZDB-GENE-030131-8413,wu:fb11d03
ZDB-GENE-030131-8416,wu:fb11d07
ZDB-GENE-030131-8420,wu:fb11d11
ZDB-GENE-030131-8423,wu:fb11e10
ZDB-GENE-030131-8430,wu:fb11f11
ZDB-GENE-030131-8438,wu:fb11h06
ZDB-GENE-030131-8439,wu:fb11h10
ZDB-GENE-030131-8441,wu:fb12a02
ZDB-GENE-030131-8443,wu:fb12a05
ZDB-GENE-030131-8444,wu:fb12a08
ZDB-GENE-030131-8450,wu:fb12b08
ZDB-GENE-030131-8452,wu:fb12b11
ZDB-GENE-030131-8467,wu:fb12f01
ZDB-GENE-030131-8471,wu:fb12g02
ZDB-GENE-030131-8474,wu:fb12g07
ZDB-GENE-030131-8476,wu:fb12g12
ZDB-GENE-030131-8477,wu:fb12h06
ZDB-GENE-030131-8479,wu:fb12h11
ZDB-GENE-030131-8481,wu:fb13a10
ZDB-GENE-030131-8482,wu:fb13b04
ZDB-GENE-030131-8483,wu:fb13b07
ZDB-GENE-030131-8484,wu:fb13b10
ZDB-GENE-030131-8488,wu:fb13c08
ZDB-GENE-030131-8492,wu:fb13d05
ZDB-GENE-030131-8498,wu:fb13e09
ZDB-GENE-030131-8499,wu:fb13e10
ZDB-GENE-030131-8501,wu:fb13f03
ZDB-GENE-031118-13,wu:fb13g04
ZDB-GENE-030131-8505,wu:fb13g07
ZDB-GENE-030131-8507,wu:fb13g09
